,Station Name,ID,Lat,Lon,GLOSS ID,Country,Date,Coastline,Station
1344,FORT MYERS,1106,26.647,-81.87,,USA,29/04/2015,940,65
1345,NAPLES,1107,26.132,-81.807,,USA,29/04/2015,940,66
1346,KEY WEST,188,24.555,-81.807,216.0,USA,28/04/2015,940,71
1347,VACA KEY,1701,24.712,-81.105,,USA,29/04/2015,940,89
1348,MARATHON SHORES,1187,24.733,-81.033,,USA,01/01/1980,940,91
1349,KEY COLONY BEACH,1424,24.718,-81.017,,USA,06/03/2000,940,92
1350,MIAMI BEACH,363,25.768,-80.132,,USA,05/10/1987,960,1
1351,HAULOVER PIER,1717,25.903,-80.12,,USA,24/11/1994,960,2
1352,LAKE WORTH PIER,1696,26.612,-80.033,,USA,21/06/1990,960,4
1353,PALM BEACH,1669,26.7,-80.05,,USA,05/07/1990,960,5
1354,DAYTONA BEACH,270,29.233,-81.0,,USA,01/01/1980,960,6
1355,DAYTONA BEACH SHORES,1182,29.147,-80.963,,USA,05/10/1987,960,7
1356,"VIRGINIA KEY, FL",1858,25.73,-80.162,332.0,USA,29/04/2015,960,8
1357,MAYPORT,316,30.393,-81.432,,USA,01/06/2001,960,11
1358,JACKSONVILLE,716,30.35,-81.617,,USA,01/01/1980,960,12
1359,"TRIDENT PIER, PORT CANAVERAL",2123,28.415,-80.592,,USA,29/04/2015,960,15
1360,FERNANDINA BEACH,112,30.672,-81.465,,USA,28/04/2015,960,21
1361,FORT PULASKI,395,32.033,-80.902,289.0,USA,28/04/2015,960,31
1362,BEAUFORT,1537,32.433,-80.667,,USA,04/11/1988,960,36
1363,CHARLESTON I,234,32.782,-79.925,,USA,28/04/2015,960,41
1364,GENERAL DYNAMICS PIER,1721,33.017,-79.917,,USA,16/07/1993,960,42
1365,"SOUTH ISLAND PLANTATION, WINYAH BAY",1651,33.235,-79.203,,USA,01/10/1996,960,44
1366,"BUCKSPORT, WACCAMAW R.",1720,33.647,-79.095,,USA,16/07/1993,960,48
1367,SPRINGMAID PIER,1444,33.655,-78.918,,USA,29/04/2015,960,50
1368,MYRTLE BEACH,862,33.683,-78.885,,USA,01/01/1980,960,51
1369,SOUTHPORT,1431,33.915,-78.018,,USA,22/06/1990,960,56
1370,WILMINGTON,396,34.227,-77.953,,USA,28/04/2015,960,60
1371,MOREHEAD CITY,719,34.717,-76.733,,USA,01/01/1980,960,62
1372,DUCK PIER OUTSIDE,1636,36.183,-75.747,219.0,USA,29/04/2015,960,63
1373,VIRGINIA BEACH,945,36.85,-75.967,,USA,01/01/1980,960,64
1374,PORTSMOUTH (NORFOLK NAVY YARD),399,36.822,-76.293,,USA,26/06/1990,960,65
1375,RICHMOND,462,37.567,-77.45,,USA,01/01/1980,960,68
1376,CHESAPEAKE BAY BR. TUN.,1635,36.967,-76.113,,USA,29/04/2015,960,70
1377,"SEWELLS POINT, HAMPTON ROADS",299,36.947,-76.33,,USA,28/04/2015,960,71
1378,GLOUCESTER POINT,597,37.247,-76.5,,USA,26/01/2005,960,72
1379,CAMBRIDGE II,1295,38.573,-76.068,,USA,29/04/2015,960,73
1380,CAMBRIDGE,481,38.575,-76.072,,USA,01/01/1980,960,74
1381,WASHINGTON DC,360,38.873,-77.022,,USA,28/04/2015,960,76
1382,PINEY POINT,971,38.133,-76.533,,USA,01/01/1980,960,77
1383,SOLOMON'S ISLAND (BIOL. LAB.),412,38.317,-76.452,,USA,28/04/2015,960,78
1384,GINGERVILLE CREEK,1203,38.958,-76.555,,USA,01/01/1980,960,79
1385,ANNAPOLIS (NAVAL ACADEMY),311,38.983,-76.48,,USA,28/04/2015,960,80
1386,BALTIMORE,148,39.267,-76.578,,USA,28/04/2015,960,81
1387,MATAPEAKE,1338,38.957,-76.355,,USA,02/10/1987,960,82
1388,KIPTOPEKE BEACH,636,37.165,-75.988,,USA,28/04/2015,960,83
1389,INDIAN RIVER INLET,1337,38.61,-75.07,,USA,02/10/1987,960,84
1390,LEWES (BREAKWATER HARBOR),224,38.782,-75.12,,USA,28/04/2015,960,85
1391,PHILADELPHIA (PIER 9N),135,39.933,-75.142,,USA,28/04/2015,960,87
1392,TRENTON,1654,40.188,-74.755,,USA,16/07/1993,960,88
1393,REEDY POINT,786,39.558,-75.573,,USA,28/04/2015,960,89
1394,CAPE MAY,1153,38.968,-74.96,,USA,29/04/2015,960,90
1395,ATLANTIC CITY,180,39.355,-74.418,220.0,USA,28/04/2015,960,91
1396,SANDY HOOK,366,40.467,-74.008,,USA,28/04/2015,960,101
1397,NEW YORK ( THE BATTERY),12,40.7,-74.013,,USA,28/04/2015,960,121
1398,"BERGEN POINT, STATEN IS.",1637,40.637,-74.142,,USA,29/04/2015,960,132
1399,MONTAUK,519,41.048,-71.96,,USA,28/04/2015,960,135
1400,PLUM ISLAND,875,41.167,-72.2,,USA,01/01/1980,960,136
1401,PORT JEFFERSON,848,40.95,-73.077,,USA,16/07/1993,960,138
1402,WILLETS POINT,362,40.793,-73.782,,USA,01/06/2001,960,141
1403,NEW ROCHELLE,856,40.893,-73.782,,USA,05/06/1987,960,143
1404,BRIDGEPORT,1068,41.173,-73.182,,USA,29/04/2015,960,147
1405,NEW LONDON,429,41.36,-72.09,,USA,28/04/2015,960,151
1406,PROVIDENCE (STATE PIER),430,41.807,-71.4,,USA,28/04/2015,960,158
1407,NEWPORT,351,41.505,-71.327,290.0,USA,28/04/2015,960,161
1408,BUZZARDS BAY,776,41.742,-70.617,,USA,01/01/1980,960,163
1409,WOODS HOLE (OCEAN. INST.),367,41.523,-70.672,,USA,28/04/2015,960,165
1410,NANTUCKET ISLAND,1111,41.285,-70.097,,USA,29/04/2015,960,166
1411,"SANDWICH MARINA, CAPE COD CANAL ENTRANCE",775,41.767,-70.5,,USA,01/01/1980,960,168
1412,BOSTON,235,42.353,-71.053,,USA,28/04/2015,960,171
1413,SEAVEY ISLAND,288,43.08,-70.742,,USA,26/10/1990,960,177
1414,PORTLAND (MAINE),183,43.657,-70.247,,USA,28/04/2015,960,181
1415,ROCKLAND,1279,44.105,-69.102,,USA,22/06/1990,960,186
1416,"BAR HARBOR, FRENCHMAN BAY, ME",525,44.392,-68.205,,USA,28/04/2015,960,191
1417,CUTLER II,1524,44.642,-67.297,,USA,23/06/2011,960,196
1418,CUTLER,1081,44.65,-67.217,,USA,01/01/1980,960,197
1419,EASTPORT,332,44.903,-66.982,,USA,28/04/2015,960,201
1420,MIDWAY ISLAND,523,28.212,-177.36,106.0,UMI,28/04/2015,760,1
1421,JOHNSTON ISLAND,598,16.738,-169.53,109.0,UMI,26/01/2005,760,11
1422,COLONIA,433,-34.483,-57.85,,URY,23/05/1996,870,1
1423,MONTEVIDEO (PUNTA LOBOS),431,-34.9,-56.25,300.0,URY,02/02/2016,870,11
1424,PUNTA DEL ESTE,434,-34.967,-54.95,,URY,23/05/1996,870,21
1425,LA PALOMA,764,-34.65,-54.15,,URY,03/12/2012,870,31
1426,PORT VILA B,1841,-17.755,168.308,348.0,VUT,19/05/2015,741,2
1427,PUERTO DE HIERRO,782,10.617,-62.083,,VEN,01/01/1980,900,1
1428,GUIRIA,1053,10.567,-62.283,,VEN,20/04/2001,900,6
1429,VUNGTAU,1495,10.333,107.067,,VNM,17/11/2015,605,21
1430,VUNG TAU II,2268,10.34,107.072,,VNM,04/11/2015,605,22
1431,QUINHON,1449,13.767,109.25,75.0,VNM,17/11/2015,605,41
1432,QUI NHON II,2267,13.775,109.255,75.0,VNM,04/11/2015,605,42
1433,DANANG,1475,16.1,108.217,,VNM,17/11/2015,605,51
1434,HONNGU,1003,18.8,105.767,,VNM,17/11/2015,605,61
1435,HONDAU,841,20.667,106.8,,VNM,17/11/2015,605,81
1436,CHARLOTTE AMALIE,1393,18.335,-64.92,,VIR,29/04/2015,939,1
1437,"LIME TREE BAY, ST CROIX",1447,17.693,-64.753,,VIR,29/04/2015,939,11
1438,CHRISTIANSTED HARBOUR,2118,17.75,-64.705,,VIR,29/04/2015,939,15
1439,LAMESHUR BAY,2119,18.317,-64.723,,VIR,29/04/2015,939,21
1440,ADEN,44,12.788,44.974,3.0,YEM,01/02/2016,485,1
